id,name,address,rating,author,text,review_rating
57,El Castillo De Madison,"207 Madison St, New York, NY 10002, USA",4.0,Nana Kuduhova,"Just like at grandmas house, home made comforting food and portions can be shared for 2 people 😎if you miss home come and enjoy",5
58,El Castillo De Madison,"207 Madison St, New York, NY 10002, USA",4.0,Eduard Pinconschi,"I ordered the cuban, chicken, and roasted pork sandwiches. The waiter didn't know what are the default ingredientes but she proceeded to prepare the sandwiches. I had some extra basic ingredientes in one of the sandwiches, lettuce and tomato, which I was asked to pay for. It was a takeaway and I paid with the debit card. The waiter told me there would be a 3.5$ surcharge for debit cards, no solid justification. They have a minimum limit for cards but my order was above that. It was a bit shady. The service and atmosphere wasn't the best but the sandwiches were tasty and consistent, quite fulfilling.",3
59,El Castillo De Madison,"207 Madison St, New York, NY 10002, USA",4.0,Caitlin O'Connor,DELICIOUS from start to finish. I got the pernil and it was so tender and perfectly seasoned. Rice was really good and the tres leches was insane!!!!,5
60,El Castillo De Madison,"207 Madison St, New York, NY 10002, USA",4.0,Ask Imee,"This place doesn’t look appealing from the outside. It doesn’t have a cozy atmosphere, service may not be good but the food is super delicious. If you like authentic Spanish food, this place is it. I tried their beef tendon soup and it was like how my father would make it at home. Delish! Cash only. Accessible to F train. Highly recommended for anyone that is craving for hearty meal. ❤️ #nyc",4
61,Les Enfants de Bohème,"177 Henry St, New York, NY 10002, USA",4.4,Ruth Kim,We had a great experience at Les Enfants de Bohème. We had a unique situation and the owner was kind enough to accommodate us without us even asking. I ordered the eggs Benedict and it was delicious and very filling. We also got the chocolate mousse which was sweeter than I expected but sharing it with my husband was enough for me to enjoy it. The bathroom was also clean. The service was great and it wasn’t too crowded when we were there (1:30-3:00). I would love to go back to try more items on the menu.,5
62,Les Enfants de Bohème,"177 Henry St, New York, NY 10002, USA",4.4,Vidhi Patel,"This restaurant is a TRUE HIDDEN GEM!! I loved everything about it from delectable food, impeccable service, inviting atmosphere. Plus they have live music on Sundays for brunch after 12:30 add an extra layer of charm! I ordered a ham and cheese croissant- the best one I have ever had! My friends echoed the sentiment as they savored their dishes.",5
63,Les Enfants de Bohème,"177 Henry St, New York, NY 10002, USA",4.4,Sabrina Chen,"Cozy spot, good energy and service- not every dish was made equal. We ordered the foie gras and escargot and were off to a strong start. Wines we ordered by the glass had good variety too.

I was surprised the roast chicken breast  (a staple at any French place, the “can’t screw up option”?) was drier than expected- the adjoining dark meat fared better, in any case.

My companion had the stewed beef which was rich, tender, and a pretty sizeable hunk of meat compared to my chicken. Overall, a pleasant experience and a solid spot for wine and classic French apps.",4
64,Les Enfants de Bohème,"177 Henry St, New York, NY 10002, USA",4.4,Will K,"Great food, service, and vibes. They were generously accommodating to my particular situation. My wife and I were very touched and made the meal even more special.

Bohemian Burger was great. Bread was toasted to the right amount. Meat was just the right size and (fat/beef) ratio.

Fries were the right amount of crisp and a good portion size.

I enjoyed my meal here and if I'm in the area again, I'm coming again.

Value/Portion is great. Not too overpriced for the portions. You get a good portion size.",5
65,Les Enfants de Bohème,"177 Henry St, New York, NY 10002, USA",4.4,Stephanie Miller,"Les Enfants de Bohème is one of those places that makes you feel like the main character.

We went to this very popular establishment on a Saturday morning around 10:00 AM.

We got cappuccinos & waffles with eggs & bacon. These waffles were insanely good. They were crispy on the outside & had a really sweet vanilla bean flavor. It went perfectly with the eggs & bacon. The Capp was awesome too.

I would certainly return for brunch or dinner or drinks or anything. It's a taste of France in & the restaurant experience feels special.",5
66,Forever Taste,"27 Rutgers St, New York, NY 10002, USA",4.4,L L,"I use to go to middle school around the corner on Henry street and we use to run here for  1 dollar dumplings and also they’re chicken leg which was 1 2 years ago I’m still coming you till this very day

I literally drive from Brooklyn ! I love her dumplings I can’t believe they’re always fresh also the spicy beef noodles , lamb noodles & shrimp dumpling AWESOME Magnificent I always bring my friends because why not !!! Very authentic prices are great",5
67,Forever Taste,"27 Rutgers St, New York, NY 10002, USA",4.4,Molly Hinesley,The price to taste ratio here has spoiled me from trying any other cheap Chinatown restaurants. This is the one for me. The soybean paste noodles are my personal favorite. I’ve tried a few types of dumplings and they’re all delicious. I fainted here (dehydrated and hot) and the staff was really nice about it. Their food brought me back to life when I came to.,5
68,Forever Taste,"27 Rutgers St, New York, NY 10002, USA",4.4,Viraj Patel,"This place is take out only but both the waiting area and what you can see of the kitchen looks very run down and dirty.  The food itself that I ordered was just ok. Had the cumin lamb face (not enough cumin spice), the chive pork dumpling and the sam sun small wonton soup. I don't think I'll return when there's so much other good Chinese in the neighborhood.",2
69,Forever Taste,"27 Rutgers St, New York, NY 10002, USA",4.4,Justin,"Excellent no frills Chinese takeout. They’re super friendly, prices are basically the cheapest you can find these days. HUGE menu. A lot of people just order their dumplings and youpo noodles, but they basically have the FULL MENU of offerings that you’d find at any Chinese American take out. My personal favorites are their chicken and broccoli over rice (used to be $4.50 pre pandemic, but slowly crept up because of inflation on ingredients, so now $6- still cheap), eggplant and chicken over rice, and their Taiwanese fried chicken leg over rice (it’s expletive delicious). They open LATE every night of the week. I used to live around the corner and got take out from them very frequently, but now that I live a 30 minute bus ride away, I still have cravings for their chicken and broccoli and find time to go get it every two weeks or so.",5
70,Forever Taste,"27 Rutgers St, New York, NY 10002, USA",4.4,Jason Zhang,Been coming here since I was a kid though the owners have changed once a few years back. You honestly can't get cheaper with the price the stir fry rice noodle or lo mein are dirt cheap.  Would suggest the owner to renovate the store front as it looks quite messy and dirty.,5
71,O Ramen & Dim Sum M Yuki Sushi,"37 Allen St, New York, NY 10002, USA",4.7,Snatch Williams,"Don’t let the small size fool you. The food is incredibly fresh and well made. The service was impressive and fast too!
We ordered a ton of food and was shocked at how low the price was.
Looking forward to our next dinner",5
72,O Ramen & Dim Sum M Yuki Sushi,"37 Allen St, New York, NY 10002, USA",4.7,Diana C.,"The ramen is great. I've tried the pork, shrimp and chicken ones and they've all been excellent.
The spring rolls and the dumplings are *chef's kiss*!

Great service.
The place is small but very cozy. Completely recommend.",5
73,O Ramen & Dim Sum M Yuki Sushi,"37 Allen St, New York, NY 10002, USA",4.7,Ella W,"The food is delicious and the store decoration is spacious. Watching the sushi master personally make the sushi I ordered, this feeling is really wonderful!",5
74,O Ramen & Dim Sum M Yuki Sushi,"37 Allen St, New York, NY 10002, USA",4.7,Achi Ai,"Very tasty ramen. I ordered the tenderous rib ramen and it was awesome. Very tasty, not too salty, and the meat is very tender.",5
75,O Ramen & Dim Sum M Yuki Sushi,"37 Allen St, New York, NY 10002, USA",4.7,Pain Studio,"My friend and I got the yellowtail scallion roll and the salmon avocado roll. They were both delicious. We especially enjoyed the yellowtail scallion roll, which had a light flavor and was slightly crunch from the scallion. Their service was quick and the owner was very welcoming. The place is small, but in a cozy way. The space is clean. We definitely recommend this place!!",5
76,Grand Street Pizza,"384 Grand St, New York, NY 10002, USA",4.6,Ruwan J.,"Grand Street Pizza is a small pizza spot squeezed into Grand Street. the interior is essentially a classy cozy beer / wine bar serving up a small variety of pizzas by the slice or pie. first time i stopped in here, it was right before closing and i snagged the last plain slice--the pizza is really on the thinner side of thin crust pizza. there was a lot of flop to the crust (will chalk this up to it being last slice) but the flavors were on point: a balanced tomato and garlic sauce underneath the melted layer of mozzarella atop crust made for that satisfying savory cheesy carb bite that you want in a slice. went back to GSP another day, got another plain slice and the crust was way firmer with just a little flop. the fresh slice still had all the flavors i enjoyed the first time around but on a firmer crispier thin crust. a single slice, here, is more like a snack which is what i wanted. service was friendly and quick bother times around. interior seating is  like 7-8 at the bar and two small tables. there's some sidewalk seating, too. great spot to postgame some calories after shopping at the nearby Trader Joe's which is less than a block away!",4
77,Grand Street Pizza,"384 Grand St, New York, NY 10002, USA",4.6,Tammy,"Pizza here is honestly pretty good! They don’t have a super extensive menu but they have the staples. I got a cheese slice and the tomato sauce is just the right ratio of salty to sweet. The amount of cheese is also a perfect ratio and not too overwhelming. The crust is baked crispy and soft. I would definitely come back for some slices.

The ambience inside is cozy. It’s a small place with bar seating and only 2 tables inside so there isn’t much seating tbh but there is some outdoor seating.

The cheese slice is $3.25 each and the others are around $4.

I got my slices to go which came out pretty quick",4
78,Grand Street Pizza,"384 Grand St, New York, NY 10002, USA",4.6,Michelle Rosario,"As a born and raised New Yorker, this pizza was disgraceful. It’s so thin you would think there’s a drought on dough. I have had thin sliced pizza before, but you can find thicker pieces of gift wrap paper. For the price point at $5 each for a vodka slice, I literally felt robbed when I received my delivery and opened the box. I would recommend going to a dollar slice spot instead where you at least get your money’s worth and can have something more filling. You can also check out Alphonso’s pizza, it’s Italian owned and slices are generously sized with great taste for a fraction of the cost. Never again.",1
79,Grand Street Pizza,"384 Grand St, New York, NY 10002, USA",4.6,Monica Halim,"The white slices are soo good :) can’t get enough!!  Like cheesy but in a good way, not overwhelming at all! Will come back for sure!",4
80,Grand Street Pizza,"384 Grand St, New York, NY 10002, USA",4.6,Olivia Leigh,"Adorable little place to enjoy pizza. They have a few seats outside and obviously it’s a bit too cold now to sit there and then a few seats inside including a bar. They don’t just have slices but they also have wine and beer and it’s really cute. The only downside was the pizza we got didn’t have cheese, which was totally our fault so I will go back and try a pizza with cheese.",4
